id,index,GO term,meaning,screening,category
GO:0046422,1660,violaxanthin de-epoxidase activity,,,molecular_function
GO:0019251,1661,anaerobic cobalamin biosynthetic process,,,biological_process
GO:0005031,1662,tumor necrosis factor receptor activity,,,molecular_function
GO:0042412,1663,taurine biosynthetic process,,,biological_process
GO:0070120,1664,ciliary neurotrophic factor-mediated signaling pathway,,,biological_process
GO:0008925,1665,maltose O-acetyltransferase activity,,,molecular_function
GO:0052890,1666,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",,,molecular_function
GO:0004563,1667,beta-N-acetylhexosaminidase activity,,,molecular_function
GO:0008887,1668,glycerate kinase activity,,,molecular_function
GO:0016829,1669,lyase activity,,,molecular_function
GO:0016075,1670,rRNA catabolic process,,,biological_process
GO:0007346,1671,regulation of mitotic cell cycle,,,biological_process
GO:0110153,1672,RNA NAD-cap (NMN-forming) hydrolase activity,,,molecular_function
GO:0034613,1673,protein localization,,,biological_process
GO:0003962,1674,cystathionine gamma-synthase activity,,,molecular_function
GO:0009697,1675,salicylic acid biosynthetic process,,,biological_process
GO:0036380,1676,UDP-N-acetylglucosamine-undecaprenyl-phosphate N-acetylglucosaminephosphotransferase activity,,,molecular_function
GO:0008716,1677,D-alanine-D-alanine ligase activity,,,molecular_function
GO:0090136,1678,epithelial cell-cell adhesion,,,biological_process
GO:0007200,1679,phospholipase C-activating G protein-coupled receptor signaling pathway,,,biological_process
GO:0004932,1680,mating-type factor pheromone receptor activity,,,molecular_function
GO:0008199,1681,ferric iron binding,,,molecular_function
GO:0050112,1682,inositol 2-dehydrogenase (NAD+) activity,,,molecular_function
GO:0007032,1683,endosome organization,,,biological_process
GO:0030130,1684,clathrin coat of trans-Golgi network vesicle,,,cellular_component
GO:0032264,1685,IMP salvage,,,biological_process
GO:0008154,1686,actin polymerization or depolymerization,,,biological_process
GO:0009612,1687,response to mechanical stimulus,,,biological_process
GO:0019941,1688,modification-dependent protein catabolic process,,,biological_process
GO:0052699,1689,ergothioneine biosynthetic process,,,biological_process
GO:0006957,1690,"complement activation, alternative pathway",,,biological_process
GO:0140312,1691,cargo adaptor activity,,,molecular_function
GO:0045027,1692,DNA end binding,,,molecular_function
GO:0052693,1693,epoxyqueuosine reductase activity,,,molecular_function
GO:0051013,1694,microtubule severing,,,biological_process
GO:0019700,1695,organic phosphonate catabolic process,,,biological_process
GO:0001527,1696,microfibril,,,cellular_component
GO:0009398,1697,FMN biosynthetic process,,,biological_process
GO:0007020,1698,microtubule nucleation,,,biological_process
GO:0039545,1699,symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of MAVS activity,,,biological_process
GO:0052624,1700,"2-phytyl-1,4-naphthoquinone methyltransferase activity",,,molecular_function
GO:0002474,1701,antigen processing and presentation of peptide antigen via MHC class I,,,biological_process
GO:0045703,1702,ketoreductase activity,,,molecular_function
GO:0004623,1703,phospholipase A2 activity,,,molecular_function
GO:0102345,1704,Unknown,,,molecular_function
GO:0043484,1705,regulation of RNA splicing,,,biological_process
GO:0004934,1706,mating-type alpha-factor pheromone receptor activity,,,molecular_function
GO:0008710,1707,8-amino-7-oxononanoate synthase activity,,,molecular_function
GO:0055036,1708,virion membrane,,none,cellular_component
GO:0000500,1709,RNA polymerase I upstream activating factor complex,,,cellular_component
GO:0004197,1710,cysteine-type endopeptidase activity,,,molecular_function
GO:0031902,1711,late endosome membrane,,none,cellular_component
GO:0019887,1712,protein kinase regulator activity,,,molecular_function
GO:0042554,1713,superoxide anion generation,,,biological_process
GO:0006869,1714,lipid transport,,,biological_process
GO:0045492,1715,xylan biosynthetic process,,,biological_process
GO:0043023,1716,ribosomal large subunit binding,,,molecular_function
GO:0051649,1717,establishment of localization in cell,,,biological_process
GO:0019180,1718,"dTDP-4-amino-4,6-dideoxygalactose transaminase activity",,,molecular_function
GO:0051741,1719,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity",,,molecular_function
GO:1904646,1720,cellular response to amyloid-beta,,,biological_process
GO:0006099,1721,tricarboxylic acid cycle,,,biological_process
GO:0015940,1722,pantothenate biosynthetic process,,,biological_process
GO:0008804,1723,carbamate kinase activity,,,molecular_function
GO:0015499,1724,formate transmembrane transporter activity,,yes,molecular_function
GO:0043303,1725,mast cell degranulation,,,biological_process
GO:0008073,1726,ornithine decarboxylase inhibitor activity,,,molecular_function
GO:0019408,1727,dolichol biosynthetic process,,,biological_process
GO:0003938,1728,IMP dehydrogenase activity,,,molecular_function
GO:0016560,1729,"protein import into peroxisome matrix, docking",,,biological_process
GO:0000462,1730,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,,biological_process
GO:0006547,1731,L-histidine metabolic process,,,biological_process
GO:0005833,1732,hemoglobin complex,,,cellular_component
GO:0016604,1733,nuclear body,,,cellular_component
GO:2000379,1734,positive regulation of reactive oxygen species metabolic process,,,biological_process
GO:0019333,1735,denitrification pathway,,,biological_process
GO:0046655,1736,folic acid metabolic process,,,biological_process
GO:0003975,1737,UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase activity,,,molecular_function
GO:0008417,1738,fucosyltransferase activity,,,molecular_function
GO:0033814,1739,propanoyl-CoA C-acyltransferase activity,,,molecular_function
GO:0016837,1740,"carbon-oxygen lyase activity, acting on polysaccharides",,,molecular_function
GO:0051775,1741,response to redox state,,,biological_process
GO:0070063,1742,RNA polymerase binding,,,molecular_function
GO:0050853,1743,B cell receptor signaling pathway,,,biological_process
GO:0050750,1744,low-density lipoprotein particle receptor binding,,,molecular_function
GO:0006075,1745,(1->3)-beta-D-glucan biosynthetic process,,,biological_process
GO:0009376,1746,HslUV protease complex,,,cellular_component
GO:2001070,1747,starch binding,,,molecular_function
GO:0004157,1748,dihydropyrimidinase activity,,,molecular_function
GO:0019239,1749,deaminase activity,,,molecular_function
GO:0006168,1750,adenine salvage,,,biological_process
GO:0042273,1751,ribosomal large subunit biogenesis,,,biological_process
GO:0003882,1752,CDP-diacylglycerol-serine O-phosphatidyltransferase activity,,,molecular_function
GO:0001917,1753,photoreceptor inner segment,,,cellular_component
GO:0051225,1754,spindle assembly,,,biological_process
GO:0005750,1755,mitochondrial respiratory chain complex III,,,cellular_component
GO:0004129,1756,cytochrome-c oxidase activity,,,molecular_function
GO:0042493,1757,response to xenobiotic stimulus,,,biological_process
GO:0102522,1758,tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity,,,molecular_function
GO:0033557,1759,Slx1-Slx4 complex,,,cellular_component
GO:0006221,1760,pyrimidine nucleotide biosynthetic process,,,biological_process
GO:0042738,1761,xenobiotic catabolic process,,,biological_process
GO:0048730,1762,epidermis morphogenesis,,,biological_process
GO:0015067,1763,amidinotransferase activity,,,molecular_function
GO:0016504,1764,peptidase activator activity,,,molecular_function
GO:0019475,1765,L-lysine catabolic process to acetate,,,biological_process
GO:0019171,1766,(3R)-hydroxyacyl-[acyl-carrier-protein] dehydratase activity,,,molecular_function
GO:0071558,1767,histone H3K27me2/H3K27me3 demethylase activity,,,molecular_function
GO:0008455,1768,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity",,,molecular_function
GO:0043614,1769,multi-eIF complex,,,cellular_component
GO:0008107,1770,galactoside 2-alpha-L-fucosyltransferase activity,,,molecular_function
GO:0008697,1771,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity,,,molecular_function
GO:0008852,1772,Unknown,,,molecular_function
GO:0047453,1773,ATP-dependent NAD(P)H-hydrate dehydratase activity,,,molecular_function
GO:0009640,1774,photomorphogenesis,,,biological_process
GO:0004747,1775,ribokinase activity,,,molecular_function
GO:0039521,1776,suppression by virus of host autophagy,,,biological_process
GO:0001732,1777,formation of cytoplasmic translation initiation complex,,,biological_process
GO:1990074,1778,polyuridylation-dependent mRNA catabolic process,,,biological_process
GO:0071005,1779,U2-type precatalytic spliceosome,,,cellular_component
GO:0000122,1780,negative regulation of transcription by RNA polymerase II,,,biological_process
GO:0006825,1781,copper ion transport,,,biological_process
GO:0008217,1782,regulation of blood pressure,,,biological_process
GO:0046488,1783,phosphatidylinositol metabolic process,,,biological_process
GO:0043529,1784,GET complex,,,cellular_component
GO:0048663,1785,neuron fate commitment,,,biological_process
GO:0004420,1786,hydroxymethylglutaryl-CoA reductase (NADPH) activity,,,molecular_function
GO:0006392,1787,transcription elongation by mitochondrial RNA polymerase,,,biological_process
GO:0044178,1788,host cell Golgi membrane,,none,cellular_component
GO:0008475,1789,procollagen-lysine 5-dioxygenase activity,,,molecular_function
GO:0008343,1790,adult feeding behavior,,,biological_process
GO:0030210,1791,heparin biosynthetic process,,,biological_process
GO:0001123,1792,DNA-templated transcription initiation,,,biological_process
GO:0002953,1793,5'-deoxynucleotidase activity,,,molecular_function
GO:0018836,1794,alkylmercury lyase activity,,,molecular_function
GO:0016594,1795,glycine binding,,,molecular_function
GO:0005672,1796,transcription factor TFIIA complex,,,cellular_component
GO:0008241,1797,peptidyl-dipeptidase activity,,,molecular_function
GO:0039504,1798,symbiont-mediated suppression of host adaptive immune response,,,biological_process
GO:0000423,1799,mitophagy,,,biological_process
GO:0046782,1800,regulation of viral transcription,,,biological_process
GO:0140825,1801,lactoperoxidase activity,,,molecular_function
GO:0008963,1802,phospho-N-acetylmuramoyl-pentapeptide-transferase activity,,,molecular_function
GO:0043066,1803,negative regulation of apoptotic process,,,biological_process
GO:1900383,1804,regulation of synaptic plasticity by receptor localization to synapse,,,biological_process
GO:0016896,1805,"RNA exonuclease activity, producing 5'-phosphomonoesters",,,molecular_function
GO:0043564,1806,Ku70:Ku80 complex,,,cellular_component
GO:1990380,1807,K48-linked deubiquitinase activity,,,molecular_function
GO:0004645,1808,"1,4-alpha-oligoglucan phosphorylase activity",,,molecular_function
GO:0051083,1809,'de novo' cotranslational protein folding,,,biological_process
GO:0001568,1810,blood vessel development,,,biological_process
GO:0102202,1811,Unknown,,,molecular_function
GO:0008758,1812,"UDP-2,3-diacylglucosamine hydrolase activity",,,molecular_function
GO:0005788,1813,endoplasmic reticulum lumen,,,cellular_component
GO:0019956,1814,chemokine binding,,,molecular_function
GO:0009347,1815,aspartate carbamoyltransferase complex,,,cellular_component
GO:0044218,1816,other organism cell membrane,,none,cellular_component
GO:0010241,1817,ent-kaurene oxidation to kaurenoic acid,,,biological_process
GO:0034063,1818,stress granule assembly,,,biological_process
GO:0046040,1819,IMP metabolic process,,,biological_process
GO:0042805,1820,actinin binding,,,molecular_function
GO:0034038,1821,deoxyhypusine synthase activity,,,molecular_function
GO:0006119,1822,oxidative phosphorylation,,,biological_process
GO:0015086,1823,cadmium ion transmembrane transporter activity,,yes,molecular_function
GO:0004879,1824,nuclear receptor activity,,,molecular_function
GO:0051992,1825,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase activity",,,molecular_function
GO:0030604,1826,1-deoxy-D-xylulose-5-phosphate reductoisomerase activity,,,molecular_function
GO:0047516,1827,"1,3-propanediol dehydrogenase activity",,,molecular_function
GO:0050673,1828,epithelial cell proliferation,,,biological_process
GO:0009274,1829,peptidoglycan-based cell wall,,,cellular_component
GO:0012501,1830,programmed cell death,,,biological_process
GO:0060291,1831,long-term synaptic potentiation,,,biological_process
GO:0043365,1832,[formate-C-acetyltransferase]-activating enzyme activity,,,molecular_function
GO:0004754,1833,"saccharopine dehydrogenase (NAD+, L-lysine-forming) activity",,,molecular_function
GO:0000976,1834,transcription cis-regulatory region binding,,,molecular_function
GO:0016208,1835,AMP binding,,,molecular_function
GO:0048589,1836,developmental growth,,,biological_process
GO:0035447,1837,mycothiol synthase activity,,,molecular_function
GO:0004641,1838,phosphoribosylformylglycinamidine cyclo-ligase activity,,,molecular_function
GO:0044249,1839,cellular biosynthetic process,,,biological_process
GO:0097381,1840,photoreceptor disc membrane,,none,cellular_component
GO:0008741,1841,ribulokinase activity,,,molecular_function
GO:0010595,1842,positive regulation of endothelial cell migration,,,biological_process
GO:0031317,1843,tripartite ATP-independent periplasmic transporter complex,,,cellular_component
GO:0004089,1844,carbonate dehydratase activity,,,molecular_function
GO:0031422,1845,RecQ family helicase-topoisomerase III complex,,,cellular_component
GO:0007173,1846,epidermal growth factor receptor signaling pathway,,,biological_process
GO:0004739,1847,pyruvate dehydrogenase (acetyl-transferring) activity,,,molecular_function
GO:0018697,1848,Unknown,,,molecular_function
GO:0018057,1849,peptidyl-lysine oxidation,,,biological_process
GO:0043864,1850,indoleacetamide hydrolase activity,,,molecular_function
GO:0045197,1851,establishment or maintenance of epithelial cell apical/basal polarity,,,biological_process
GO:0009041,1852,UMP/dUMP kinase activity,,,molecular_function
GO:0009678,1853,diphosphate hydrolysis-driven proton transmembrane transporter activity,,yes,molecular_function
GO:0048471,1854,perinuclear region of cytoplasm,,,cellular_component
GO:0004456,1855,phosphogluconate dehydratase activity,,,molecular_function
GO:0098978,1856,glutamatergic synapse,,,cellular_component
GO:0018298,1857,Unknown,,,biological_process
GO:0031461,1858,cullin-RING ubiquitin ligase complex,,,cellular_component
GO:0047355,1859,CDP-glycerol glycerophosphotransferase activity,,,molecular_function
GO:0042314,1860,bacteriochlorophyll binding,,,molecular_function
GO:0015851,1861,nucleobase transport,,,biological_process
GO:0043917,1862,"ribose 1,5-bisphosphate isomerase activity",,,molecular_function
GO:0015079,1863,potassium ion transmembrane transporter activity,,yes,molecular_function
GO:0031683,1864,G-protein beta/gamma-subunit complex binding,,,molecular_function
GO:0005854,1865,nascent polypeptide-associated complex,,,cellular_component
GO:0043547,1866,positive regulation of GTPase activity,,,biological_process
GO:0102007,1867,acyl-L-homoserine-lactone lactonohydrolase activity,,,molecular_function
GO:0002181,1868,cytoplasmic translation,,,biological_process
GO:0034426,1869,etioplast membrane,,none,cellular_component
GO:0008993,1870,rhamnulokinase activity,,,molecular_function
GO:0019371,1871,cyclooxygenase pathway,,,biological_process
GO:0000026,1872,"alpha-1,2-mannosyltransferase activity",,,molecular_function
GO:0004484,1873,mRNA guanylyltransferase activity,,,molecular_function
GO:0008273,1874,"calcium, potassium:sodium antiporter activity",,,molecular_function
GO:0000014,1875,single-stranded DNA endodeoxyribonuclease activity,,,molecular_function
GO:0120020,1876,cholesterol transfer activity,,,molecular_function
GO:0004636,1877,phosphoribosyl-ATP diphosphatase activity,,,molecular_function
GO:0010087,1878,phloem or xylem histogenesis,,,biological_process
GO:0017110,1879,nucleoside diphosphate phosphatase activity,,,molecular_function
GO:0006080,1880,substituted mannan metabolic process,,,biological_process
GO:0006188,1881,IMP biosynthetic process,,,biological_process
GO:0044097,1882,secretion by the type IV secretion system,,,biological_process
GO:0071260,1883,cellular response to mechanical stimulus,,,biological_process
GO:0030206,1884,chondroitin sulfate biosynthetic process,,,biological_process
GO:0009002,1885,serine-type D-Ala-D-Ala carboxypeptidase activity,,,molecular_function
GO:0003723,1886,RNA binding,,,molecular_function
GO:0004993,1887,G protein-coupled serotonin receptor activity,,,molecular_function
GO:0045151,1888,acetoin biosynthetic process,,,biological_process
GO:0004659,1889,prenyltransferase activity,,,molecular_function
GO:0009314,1890,response to radiation,,,biological_process
GO:0006526,1891,arginine biosynthetic process,,,biological_process
GO:0030798,1892,trans-aconitate 2-methyltransferase activity,,,molecular_function
GO:0051493,1893,regulation of cytoskeleton organization,,,biological_process
GO:0004066,1894,asparagine synthase (glutamine-hydrolyzing) activity,,,molecular_function
GO:0009081,1895,branched-chain amino acid metabolic process,,,biological_process
GO:0007596,1896,blood coagulation,,,biological_process
GO:0047315,1897,kynurenine-glyoxylate transaminase activity,,,molecular_function
GO:0003952,1898,NAD+ synthase (glutamine-hydrolyzing) activity,,,molecular_function
GO:0007154,1899,cell communication,,,biological_process
GO:0103068,1900,leukotriene C4 gamma-glutamyl transferase activity,,,molecular_function
GO:0019547,1901,arginine catabolic process to ornithine,,,biological_process
GO:0046294,1902,formaldehyde catabolic process,,,biological_process
GO:0102205,1903,Unknown,,,molecular_function
GO:0046621,1904,negative regulation of organ growth,,,biological_process
GO:0045892,1905,negative regulation of DNA-templated transcription,,,biological_process
GO:0001933,1906,negative regulation of protein phosphorylation,,,biological_process
GO:0080109,1907,indole-3-acetonitrile nitrile hydratase activity,,,molecular_function
GO:0050728,1908,negative regulation of inflammatory response,,,biological_process
GO:2000369,1909,regulation of clathrin-dependent endocytosis,,,biological_process
GO:0009691,1910,cytokinin biosynthetic process,,,biological_process
GO:0003852,1911,2-isopropylmalate synthase activity,,,molecular_function
GO:0004557,1912,alpha-galactosidase activity,,,molecular_function
GO:0000981,1913,"DNA-binding transcription factor activity, RNA polymerase II-specific",,,molecular_function
GO:0050353,1914,trimethyllysine dioxygenase activity,,,molecular_function
GO:0102130,1915,malonyl-CoA methyltransferase activity,,,molecular_function
GO:0045815,1916,transcription initiation-coupled chromatin remodeling,,,biological_process
GO:0015349,1917,thyroid hormone transmembrane transporter activity,,yes,molecular_function
GO:0004460,1918,L-lactate dehydrogenase (cytochrome) activity,,,molecular_function
GO:0030632,1919,D-alanine biosynthetic process,,,biological_process
GO:0005504,1920,fatty acid binding,,,molecular_function
GO:0030496,1921,midbody,,,cellular_component
GO:0046330,1922,positive regulation of JNK cascade,,,biological_process
GO:0007194,1923,negative regulation of adenylate cyclase activity,,,biological_process
GO:0000793,1924,condensed chromosome,,,cellular_component
GO:0050343,1925,trans-2-enoyl-CoA reductase (NADH) activity,,,molecular_function
GO:0016422,1926,mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity,,,molecular_function
GO:0033942,1927,4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity,,,molecular_function
GO:0061844,1928,antimicrobial humoral immune response mediated by antimicrobial peptide,,,biological_process
GO:0005797,1929,Golgi medial cisterna,,,cellular_component
GO:0008691,1930,3-hydroxybutyryl-CoA dehydrogenase activity,,,molecular_function
GO:0017174,1931,glycine N-methyltransferase activity,,,molecular_function
GO:0008859,1932,exoribonuclease II activity,,,molecular_function
GO:0102481,1933,"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase activity",,,molecular_function
GO:0008242,1934,omega peptidase activity,,,molecular_function
GO:0008892,1935,guanine deaminase activity,,,molecular_function
GO:0042413,1936,carnitine catabolic process,,,biological_process
GO:0016477,1937,cell migration,,,biological_process
GO:0019346,1938,transsulfuration,,,biological_process
GO:0004439,1939,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",,,molecular_function
GO:0009299,1940,mRNA transcription,,,biological_process
GO:0097697,1941,tRNA (5-carboxymethoxyuridine(34)-5-O)-methyltransferase activity,,,molecular_function
GO:0086091,1942,regulation of heart rate by cardiac conduction,,,biological_process
GO:0071300,1943,cellular response to retinoic acid,,,biological_process
GO:0045301,1944,tRNA-(2-methylthio-N-6-(cis-hydroxy)isopentenyl adenosine)-hydroxylase activity,,,molecular_function
GO:0004107,1945,chorismate synthase activity,,,molecular_function
GO:0046912,1946,"acyltransferase activity, acyl groups converted into alkyl on transfer",,,molecular_function
GO:0045239,1947,tricarboxylic acid cycle heteromeric enzyme complex,,,cellular_component
GO:0032265,1948,XMP salvage,,,biological_process
GO:0045484,1949,L-lysine 6-transaminase activity,,,molecular_function
GO:0042995,1950,cell projection,,,cellular_component
GO:0009269,1951,response to desiccation,,,biological_process
GO:0016567,1952,protein ubiquitination,,,biological_process
GO:0042102,1953,positive regulation of T cell proliferation,,,biological_process
GO:0006783,1954,heme biosynthetic process,,,biological_process
GO:0033494,1955,ferulate metabolic process,,,biological_process
GO:0042651,1956,thylakoid membrane,,none,cellular_component
GO:0016180,1957,snRNA processing,,,biological_process
GO:0106275,1958,NAD+-protein-arginine ADP-ribosyltransferase activity,,,molecular_function
GO:0070300,1959,phosphatidic acid binding,,,molecular_function
GO:0006285,1960,"base-excision repair, AP site formation",,,biological_process
GO:0042300,1961,beta-amyrin synthase activity,,,molecular_function
GO:1901998,1962,Unknown,,,biological_process
GO:0070701,1963,mucus layer,,,cellular_component
GO:0019262,1964,N-acetylneuraminate catabolic process,,,biological_process
GO:0009247,1965,glycolipid biosynthetic process,,,biological_process
GO:0070131,1966,positive regulation of mitochondrial translation,,,biological_process
GO:0031053,1967,primary miRNA processing,,,biological_process
GO:0031160,1968,spore wall,,,cellular_component
GO:0033212,1969,iron import into cell,,,biological_process
GO:0000917,1970,division septum assembly,,,biological_process
GO:0052589,1971,Unknown,,,molecular_function
GO:0003873,1972,6-phosphofructo-2-kinase activity,,,molecular_function
GO:0016079,1973,synaptic vesicle exocytosis,,,biological_process
GO:0030368,1974,interleukin-17 receptor activity,,,molecular_function
GO:0061015,1975,snRNA import into nucleus,,,biological_process
GO:0032502,1976,developmental process,,,biological_process
GO:0018669,1977,3-hydroxybenzoate 6-monooxygenase activity,,,molecular_function
GO:0006820,1978,monoatomic anion transport,,,biological_process
GO:0004106,1979,chorismate mutase activity,,,molecular_function
GO:0050043,1980,lactate racemase activity,,,molecular_function
GO:0046513,1981,ceramide biosynthetic process,,,biological_process
GO:0004564,1982,beta-fructofuranosidase activity,,,molecular_function
GO:0004308,1983,exo-alpha-sialidase activity,,,molecular_function
GO:2000352,1984,negative regulation of endothelial cell apoptotic process,,,biological_process
GO:0009236,1985,cobalamin biosynthetic process,,,biological_process
GO:0004834,1986,tryptophan synthase activity,,,molecular_function
GO:0007507,1987,heart development,,,biological_process
GO:0004411,1988,"homogentisate 1,2-dioxygenase activity",,,molecular_function
GO:0000210,1989,NAD+ diphosphatase activity,,,molecular_function
GO:0034386,1990,4-aminobutyrate:2-oxoglutarate transaminase activity,,,molecular_function
GO:0030682,1991,symbiont-mediated perturbation of host defenses,,,biological_process
GO:0006241,1992,CTP biosynthetic process,,,biological_process
GO:0019646,1993,aerobic electron transport chain,,,biological_process
GO:0000506,1994,glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex,,,cellular_component
GO:0019614,1995,catechol-containing compound catabolic process,,,biological_process
GO:0007023,1996,post-chaperonin tubulin folding pathway,,,biological_process
GO:0019165,1997,thiamine kinase activity,,,molecular_function
GO:0019252,1998,starch biosynthetic process,,,biological_process
GO:0032301,1999,MutSalpha complex,,,cellular_component
GO:0051723,2000,protein methylesterase activity,,,molecular_function
GO:0048500,2001,signal recognition particle,,,cellular_component
GO:0003887,2002,DNA-directed DNA polymerase activity,,,molecular_function
GO:0005354,2003,galactose transmembrane transporter activity,,yes,molecular_function
GO:0070694,2004,deoxyribonucleoside 5'-monophosphate N-glycosidase activity,,,molecular_function
GO:0004354,2005,glutamate dehydrogenase (NADP+) activity,,,molecular_function
GO:0001658,2006,branching involved in ureteric bud morphogenesis,,,biological_process
GO:0016812,2007,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",,,molecular_function
GO:0047769,2008,arogenate dehydratase activity,,,molecular_function
GO:0006998,2009,nuclear envelope organization,,,biological_process
GO:0010498,2010,proteasomal protein catabolic process,,,biological_process
GO:0048013,2011,ephrin receptor signaling pathway,,,biological_process
GO:0043407,2012,negative regulation of MAP kinase activity,,,biological_process
GO:0019551,2013,glutamate catabolic process to 2-oxoglutarate,,,biological_process
GO:0005615,2014,extracellular space,,,cellular_component
GO:0004860,2015,protein kinase inhibitor activity,,,molecular_function
GO:0004814,2016,arginine-tRNA ligase activity,,,molecular_function
GO:0005747,2017,Unknown,,,cellular_component
GO:0052645,2018,F420-0 metabolic process,,,biological_process
GO:0010011,2019,auxin binding,,,molecular_function
GO:0050415,2020,formimidoylglutamase activity,,,molecular_function
GO:0051715,2021,cytolysis in another organism,,,biological_process
GO:0050583,2022,hydrogen dehydrogenase (NADP+) activity,,,molecular_function
GO:0009522,2023,photosystem I,,,cellular_component
GO:0047750,2024,cholestenol delta-isomerase activity,,,molecular_function
GO:0046314,2025,phosphocreatine biosynthetic process,,,biological_process
GO:0005977,2026,glycogen metabolic process,,,biological_process
GO:0010089,2027,xylem development,,,biological_process
GO:0060070,2028,canonical Wnt signaling pathway,,,biological_process
GO:0016844,2029,strictosidine synthase activity,,,molecular_function
GO:0000827,2030,"inositol-1,3,4,5,6-pentakisphosphate kinase activity",,,molecular_function
GO:0042558,2031,pteridine-containing compound metabolic process,,,biological_process
GO:0006351,2032,DNA-templated transcription,,,biological_process
GO:0015233,2033,pantothenate transmembrane transporter activity,,yes,molecular_function
GO:0004605,2034,phosphatidate cytidylyltransferase activity,,,molecular_function
GO:0004692,2035,cGMP-dependent protein kinase activity,,,molecular_function
GO:0033038,2036,bitter taste receptor activity,,,molecular_function
GO:0019205,2037,nucleobase-containing compound kinase activity,,,molecular_function
GO:0018105,2038,peptidyl-serine phosphorylation,,,biological_process
GO:0005741,2039,mitochondrial outer membrane,,none,cellular_component
GO:0042952,2040,beta-ketoadipate pathway,,,biological_process
GO:0010088,2041,phloem development,,,biological_process
GO:0019419,2042,Unknown,,,biological_process
GO:0005868,2043,cytoplasmic dynein complex,,,cellular_component
GO:0034626,2044,"fatty acid elongation, polyunsaturated fatty acid",,,biological_process
GO:0005853,2045,eukaryotic translation elongation factor 1 complex,,,cellular_component
GO:0043967,2046,Unknown,,,biological_process
GO:0032150,2047,ubiquinone biosynthetic process from chorismate,,,biological_process
GO:0031417,2048,NatC complex,,,cellular_component
GO:0042220,2049,response to cocaine,,,biological_process
GO:0017196,2050,N-terminal peptidyl-methionine acetylation,,,biological_process
GO:0070847,2051,core mediator complex,,,cellular_component
GO:0003954,2052,NADH dehydrogenase activity,,,molecular_function
GO:0039623,2053,T=25 icosahedral viral capsid,,,cellular_component
GO:0043094,2054,cellular metabolic compound salvage,,,biological_process
GO:0050607,2055,mycothiol-dependent formaldehyde dehydrogenase activity,,,molecular_function
GO:0008306,2056,associative learning,,,biological_process
GO:0015144,2057,carbohydrate transmembrane transporter activity,,yes,molecular_function
GO:0032870,2058,cellular response to hormone stimulus,,,biological_process
GO:0004869,2059,cysteine-type endopeptidase inhibitor activity,,,molecular_function
GO:0033743,2060,peptide-methionine (R)-S-oxide reductase activity,,,molecular_function
GO:0031105,2061,septin complex,,,cellular_component
GO:0033745,2062,L-methionine-(R)-S-oxide reductase activity,,,molecular_function
GO:0052657,2063,guanine phosphoribosyltransferase activity,,,molecular_function
GO:0000127,2064,transcription factor TFIIIC complex,,,cellular_component
GO:0035145,2065,exon-exon junction complex,,,cellular_component
GO:0001530,2066,lipopolysaccharide binding,,,molecular_function
GO:0032220,2067,plasma membrane fusion involved in cytogamy,,none,biological_process
GO:0006013,2068,mannose metabolic process,,,biological_process
GO:0016641,2069,"oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor",,,molecular_function
GO:0016891,2070,"RNA endonuclease activity, producing 5'-phosphomonoesters",,,molecular_function
GO:0003904,2071,deoxyribodipyrimidine photo-lyase activity,,,molecular_function
GO:0051536,2072,iron-sulfur cluster binding,,,molecular_function
GO:0008413,2073,"8-oxo-7,8-dihydroguanosine triphosphate pyrophosphatase activity",,,molecular_function
GO:1901135,2074,carbohydrate derivative metabolic process,,,biological_process
GO:0016990,2075,arginine deiminase activity,,,molecular_function
GO:0030788,2076,precorrin-2 C20-methyltransferase activity,,,molecular_function
GO:0006559,2077,L-phenylalanine catabolic process,,,biological_process
GO:0016977,2078,chitosanase activity,,,molecular_function
GO:0034647,2079,histone H3K4me/H3K4me2/H3K4me3 demethylase activity,,,molecular_function
GO:0006417,2080,regulation of translation,,,biological_process
GO:0004820,2081,glycine-tRNA ligase activity,,,molecular_function
GO:0039548,2082,symbiont-mediated suppression of host cytoplasmic pattern recognition receptor signaling pathway via inhibition of IRF3 activity,,,biological_process
GO:0006658,2083,phosphatidylserine metabolic process,,,biological_process
